money_source,cycle,politician_name,district_run_for,house,sector,amount_raised
i,2002,Ted Stevens (R),AKS1,s,Unknown,339473
p,2002,Thad Cochran (R),MSS1,s,Agribusiness,254839
i,2002,Thad Cochran (R),MSS1,s,Agribusiness,116942
i,2002,Thad Cochran (R),MSS1,s,Communic/Electronics,16862
p,2002,Thad Cochran (R),MSS1,s,Communic/Electronics,59000
p,2002,Thad Cochran (R),MSS1,s,Construction,22000
i,2002,Thad Cochran (R),MSS1,s,Construction,34940
i,2002,Thad Cochran (R),MSS1,s,Defense,4261
p,2002,Thad Cochran (R),MSS1,s,Defense,100500
p,2002,Thad Cochran (R),MSS1,s,Energy/Nat Resource,75000
i,2002,Thad Cochran (R),MSS1,s,Energy/Nat Resource,14100
p,2002,Thad Cochran (R),MSS1,s,Finance/Insur/RealEst,117764
i,2002,Thad Cochran (R),MSS1,s,Finance/Insur/RealEst,55962
p,2002,Thad Cochran (R),MSS1,s,Health,60500
i,2002,Thad Cochran (R),MSS1,s,Health,38350
i,2002,Thad Cochran (R),MSS1,s,Ideology/Single-Issue,18000
p,2002,Thad Cochran (R),MSS1,s,Ideology/Single-Issue,54471
p,2002,Thad Cochran (R),MSS1,s,Labor,29606
p,2002,Thad Cochran (R),MSS1,s,Lawyers & Lobbyists,38050
i,2002,Thad Cochran (R),MSS1,s,Lawyers & Lobbyists,114490
p,2002,Thad Cochran (R),MSS1,s,Misc Business,79783
i,2002,Thad Cochran (R),MSS1,s,Misc Business,56900
i,2002,Thad Cochran (R),MSS1,s,Non-contribution,7250
p,2002,Thad Cochran (R),MSS1,s,Other,1000
i,2002,Thad Cochran (R),MSS1,s,Other,50850
i,2002,Thad Cochran (R),MSS1,s,Party Cmte,4000
p,2002,Thad Cochran (R),MSS1,s,Party Cmte,1250
p,2002,Thad Cochran (R),MSS1,s,Transportation,65000
i,2002,Thad Cochran (R),MSS1,s,Transportation,19050
i,2002,Thad Cochran (R),MSS1,s,Unknown,129795
i,2002,Tim Johnson (D),SDS2,s,Agribusiness,60250
p,2002,Tim Johnson (D),SDS2,s,Agribusiness,110286
i,2002,Tim Johnson (D),SDS2,s,Communic/Electronics,110322
p,2002,Tim Johnson (D),SDS2,s,Communic/Electronics,111489
p,2002,Tim Johnson (D),SDS2,s,Construction,19500
i,2002,Tim Johnson (D),SDS2,s,Construction,28772
i,2002,Tim Johnson (D),SDS2,s,Defense,3900
p,2002,Tim Johnson (D),SDS2,s,Defense,16500
p,2002,Tim Johnson (D),SDS2,s,Energy/Nat Resource,93676
i,2002,Tim Johnson (D),SDS2,s,Energy/Nat Resource,33050
i,2002,Tim Johnson (D),SDS2,s,Finance/Insur/RealEst,527077
p,2002,Tim Johnson (D),SDS2,s,Finance/Insur/RealEst,359498
p,2002,Tim Johnson (D),SDS2,s,Health,190908
i,2002,Tim Johnson (D),SDS2,s,Health,133740
i,2002,Tim Johnson (D),SDS2,s,Ideology/Single-Issue,270483
p,2002,Tim Johnson (D),SDS2,s,Ideology/Single-Issue,476309
i,2002,Tim Johnson (D),SDS2,s,Joint Candidate Cmtes,1000
p,2002,Tim Johnson (D),SDS2,s,Labor,509126
i,2002,Tim Johnson (D),SDS2,s,Labor,450
i,2002,Tim Johnson (D),SDS2,s,Lawyers & Lobbyists,538723
p,2002,Tim Johnson (D),SDS2,s,Lawyers & Lobbyists,90965
p,2002,Tim Johnson (D),SDS2,s,Misc Business,74621
i,2002,Tim Johnson (D),SDS2,s,Misc Business,222108
i,2002,Tim Johnson (D),SDS2,s,Non-contribution,127900
p,2002,Tim Johnson (D),SDS2,s,Other,13500
i,2002,Tim Johnson (D),SDS2,s,Other,214132
p,2002,Tim Johnson (D),SDS2,s,Party Cmte,92363
p,2002,Tim Johnson (D),SDS2,s,Transportation,52999
i,2002,Tim Johnson (D),SDS2,s,Transportation,13750
i,2002,Tim Johnson (D),SDS2,s,Unknown,421799
i,2002,Tom Harkin (D),IAS2,s,Agribusiness,148943
p,2002,Tom Harkin (D),IAS2,s,Agribusiness,198149
p,2002,Tom Harkin (D),IAS2,s,Communic/Electronics,52000
i,2002,Tom Harkin (D),IAS2,s,Communic/Electronics,155159
i,2002,Tom Harkin (D),IAS2,s,Construction,32969
p,2002,Tom Harkin (D),IAS2,s,Construction,8450
i,2002,Tom Harkin (D),IAS2,s,Defense,14800
p,2002,Tom Harkin (D),IAS2,s,Defense,39500
p,2002,Tom Harkin (D),IAS2,s,Energy/Nat Resource,27749
i,2002,Tom Harkin (D),IAS2,s,Energy/Nat Resource,23400
i,2002,Tom Harkin (D),IAS2,s,Finance/Insur/RealEst,357412
p,2002,Tom Harkin (D),IAS2,s,Finance/Insur/RealEst,120600
p,2002,Tom Harkin (D),IAS2,s,Health,187348
i,2002,Tom Harkin (D),IAS2,s,Health,355981
i,2002,Tom Harkin (D),IAS2,s,Ideology/Single-Issue,381370
p,2002,Tom Harkin (D),IAS2,s,Ideology/Single-Issue,521540
i,2002,Tom Harkin (D),IAS2,s,Labor,1500
p,2002,Tom Harkin (D),IAS2,s,Labor,503451
p,2002,Tom Harkin (D),IAS2,s,Lawyers & Lobbyists,77954
i,2002,Tom Harkin (D),IAS2,s,Lawyers & Lobbyists,575487
p,2002,Tom Harkin (D),IAS2,s,Misc Business,58300
i,2002,Tom Harkin (D),IAS2,s,Misc Business,232221
i,2002,Tom Harkin (D),IAS2,s,Non-contribution,51000
i,2002,Tom Harkin (D),IAS2,s,Other,469393
p,2002,Tom Harkin (D),IAS2,s,Other,18500
p,2002,Tom Harkin (D),IAS2,s,Party Cmte,50129
p,2002,Tom Harkin (D),IAS2,s,Transportation,24448
i,2002,Tom Harkin (D),IAS2,s,Transportation,29450
i,2002,Tom Harkin (D),IAS2,s,Unknown,696779
p,2002,Tom Harkin (D),IAS2,s,Unknown,1000
p,2002,Wayne Allard (R),COS2,s,Agribusiness,241449
i,2002,Wayne Allard (R),COS2,s,Agribusiness,93223
i,2002,Wayne Allard (R),COS2,s,Communic/Electronics,80862
p,2002,Wayne Allard (R),COS2,s,Communic/Electronics,119500
i,2002,Wayne Allard (R),COS2,s,Construction,72958
p,2002,Wayne Allard (R),COS2,s,Construction,95000
i,2002,Wayne Allard (R),COS2,s,Defense,30500
p,2002,Wayne Allard (R),COS2,s,Defense,99250
i,2002,Wayne Allard (R),COS2,s,Energy/Nat Resource,184325
p,2002,Wayne Allard (R),COS2,s,Energy/Nat Resource,234616
i,2002,Wayne Allard (R),COS2,s,Finance/Insur/RealEst,402040
p,2002,Wayne Allard (R),COS2,s,Finance/Insur/RealEst,575695
i,2002,Wayne Allard (R),COS2,s,Health,41000
p,2002,Wayne Allard (R),COS2,s,Health,439371
i,2002,Wayne Allard (R),COS2,s,Ideology/Single-Issue,101150
p,2002,Wayne Allard (R),COS2,s,Ideology/Single-Issue,1037995
p,2002,Wayne Allard (R),COS2,s,Joint Candidate Cmtes,15000
p,2002,Wayne Allard (R),COS2,s,Labor,5124
i,2002,Wayne Allard (R),COS2,s,Lawyers & Lobbyists,150227
p,2002,Wayne Allard (R),COS2,s,Lawyers & Lobbyists,35702
p,2002,Wayne Allard (R),COS2,s,Misc Business,208250
i,2002,Wayne Allard (R),COS2,s,Misc Business,192828
i,2002,Wayne Allard (R),COS2,s,Non-contribution,84750
i,2002,Wayne Allard (R),COS2,s,Other,275417
p,2002,Wayne Allard (R),COS2,s,Other,5600
i,2002,Wayne Allard (R),COS2,s,Party Cmte,2000
p,2002,Wayne Allard (R),COS2,s,Party Cmte,547000
i,2002,Wayne Allard (R),COS2,s,Transportation,33800
p,2002,Wayne Allard (R),COS2,s,Transportation,93600
i,2002,Wayne Allard (R),COS2,s,Unknown,405137
p,2002,Wayne Allard (R),COS2,s,Unknown,100
p,2004,Arlen Specter (R),PAS1,s,Agribusiness,97600
i,2004,Arlen Specter (R),PAS1,s,Agribusiness,135065
p,2004,Arlen Specter (R),PAS1,s,Communic/Electronics,192434
i,2004,Arlen Specter (R),PAS1,s,Communic/Electronics,473515
p,2004,Arlen Specter (R),PAS1,s,Construction,90263
i,2004,Arlen Specter (R),PAS1,s,Construction,366750
i,2004,Arlen Specter (R),PAS1,s,Defense,58550
p,2004,Arlen Specter (R),PAS1,s,Defense,90000
i,2004,Arlen Specter (R),PAS1,s,Energy/Nat Resource,194684
p,2004,Arlen Specter (R),PAS1,s,Energy/Nat Resource,160028
p,2004,Arlen Specter (R),PAS1,s,Finance/Insur/RealEst,291213
i,2004,Arlen Specter (R),PAS1,s,Finance/Insur/RealEst,1623883
p,2004,Arlen Specter (R),PAS1,s,Health,449390
i,2004,Arlen Specter (R),PAS1,s,Health,891115
i,2004,Arlen Specter (R),PAS1,s,Ideology/Single-Issue,571351
p,2004,Arlen Specter (R),PAS1,s,Ideology/Single-Issue,509450
p,2004,Arlen Specter (R),PAS1,s,Joint Candidate Cmtes,3749
i,2004,Arlen Specter (R),PAS1,s,Labor,5500
p,2004,Arlen Specter (R),PAS1,s,Labor,491724
i,2004,Arlen Specter (R),PAS1,s,Lawyers & Lobbyists,1905184
p,2004,Arlen Specter (R),PAS1,s,Lawyers & Lobbyists,216186
i,2004,Arlen Specter (R),PAS1,s,Misc Business,832459
p,2004,Arlen Specter (R),PAS1,s,Misc Business,263879
i,2004,Arlen Specter (R),PAS1,s,Non-contribution,86210
i,2004,Arlen Specter (R),PAS1,s,Other,922152
p,2004,Arlen Specter (R),PAS1,s,Other,21500
p,2004,Arlen Specter (R),PAS1,s,Party Cmte,597110
p,2004,Arlen Specter (R),PAS1,s,Transportation,99700
i,2004,Arlen Specter (R),PAS1,s,Transportation,131715
p,2004,Arlen Specter (R),PAS1,s,Unknown,2198
i,2004,Arlen Specter (R),PAS1,s,Unknown,3041258
i,2004,Barack Obama (D),ILS2,s,Agribusiness,73300
p,2004,Barack Obama (D),ILS2,s,Agribusiness,32600
p,2004,Barack Obama (D),ILS2,s,Communic/Electronics,59401
i,2004,Barack Obama (D),ILS2,s,Communic/Electronics,641334
p,2004,Barack Obama (D),ILS2,s,Construction,18000
i,2004,Barack Obama (D),ILS2,s,Construction,202126
p,2004,Barack Obama (D),ILS2,s,Defense,17000
i,2004,Barack Obama (D),ILS2,s,Defense,8550
p,2004,Barack Obama (D),ILS2,s,Energy/Nat Resource,45500
i,2004,Barack Obama (D),ILS2,s,Energy/Nat Resource,135000
p,2004,Barack Obama (D),ILS2,s,Finance/Insur/RealEst,184550
i,2004,Barack Obama (D),ILS2,s,Finance/Insur/RealEst,2126712
p,2004,Barack Obama (D),ILS2,s,Health,83999
i,2004,Barack Obama (D),ILS2,s,Health,459103
i,2004,Barack Obama (D),ILS2,s,Ideology/Single-Issue,1062279
p,2004,Barack Obama (D),ILS2,s,Ideology/Single-Issue,261296
i,2004,Barack Obama (D),ILS2,s,Labor,13375
p,2004,Barack Obama (D),ILS2,s,Labor,334535
p,2004,Barack Obama (D),ILS2,s,Lawyers & Lobbyists,67773
i,2004,Barack Obama (D),ILS2,s,Lawyers & Lobbyists,2192676
p,2004,Barack Obama (D),ILS2,s,Misc Business,44000
i,2004,Barack Obama (D),ILS2,s,Misc Business,866970
i,2004,Barack Obama (D),ILS2,s,Non-contribution,89150
p,2004,Barack Obama (D),ILS2,s,Other,5000
i,2004,Barack Obama (D),ILS2,s,Other,1425108
p,2004,Barack Obama (D),ILS2,s,Party Cmte,229554
p,2004,Barack Obama (D),ILS2,s,Transportation,31000
i,2004,Barack Obama (D),ILS2,s,Transportation,59250
i,2004,Barack Obama (D),ILS2,s,Unknown,2361004
p,2004,Barbara A Mikulski (D),MDS2,s,Agribusiness,26000
i,2004,Barbara A Mikulski (D),MDS2,s,Agribusiness,16250
p,2004,Barbara A Mikulski (D),MDS2,s,Communic/Electronics,79500
i,2004,Barbara A Mikulski (D),MDS2,s,Communic/Electronics,123975
p,2004,Barbara A Mikulski (D),MDS2,s,Construction,20000
i,2004,Barbara A Mikulski (D),MDS2,s,Construction,41300
p,2004,Barbara A Mikulski (D),MDS2,s,Defense,78500
i,2004,Barbara A Mikulski (D),MDS2,s,Defense,80350
p,2004,Barbara A Mikulski (D),MDS2,s,Energy/Nat Resource,47100
i,2004,Barbara A Mikulski (D),MDS2,s,Energy/Nat Resource,35110
i,2004,Barbara A Mikulski (D),MDS2,s,Finance/Insur/RealEst,297650
p,2004,Barbara A Mikulski (D),MDS2,s,Finance/Insur/RealEst,132275
i,2004,Barbara A Mikulski (D),MDS2,s,Health,75475
p,2004,Barbara A Mikulski (D),MDS2,s,Health,110500
p,2004,Barbara A Mikulski (D),MDS2,s,Ideology/Single-Issue,170031
i,2004,Barbara A Mikulski (D),MDS2,s,Ideology/Single-Issue,533500
i,2004,Barbara A Mikulski (D),MDS2,s,Labor,250
p,2004,Barbara A Mikulski (D),MDS2,s,Labor,311265
p,2004,Barbara A Mikulski (D),MDS2,s,Lawyers & Lobbyists,57250
i,2004,Barbara A Mikulski (D),MDS2,s,Lawyers & Lobbyists,381417
p,2004,Barbara A Mikulski (D),MDS2,s,Misc Business,43389
i,2004,Barbara A Mikulski (D),MDS2,s,Misc Business,122500
i,2004,Barbara A Mikulski (D),MDS2,s,Non-contribution,232125
i,2004,Barbara A Mikulski (D),MDS2,s,Other,285685
p,2004,Barbara A Mikulski (D),MDS2,s,Other,10500
p,2004,Barbara A Mikulski (D),MDS2,s,Party Cmte,70072
i,2004,Barbara A Mikulski (D),MDS2,s,Transportation,29298
p,2004,Barbara A Mikulski (D),MDS2,s,Transportation,42481
i,2004,Barbara A Mikulski (D),MDS2,s,Unknown,594228
p,2004,Barbara A Mikulski (D),MDS2,s,Unknown,5000
i,2004,Barbara Boxer (D),CAS1,s,Agribusiness,39810
p,2004,Barbara Boxer (D),CAS1,s,Agribusiness,62500
p,2004,Barbara Boxer (D),CAS1,s,Communic/Electronics,140994
i,2004,Barbara Boxer (D),CAS1,s,Communic/Electronics,753540
p,2004,Barbara Boxer (D),CAS1,s,Construction,9500
i,2004,Barbara Boxer (D),CAS1,s,Construction,45200
p,2004,Barbara Boxer (D),CAS1,s,Defense,3000
i,2004,Barbara Boxer (D),CAS1,s,Defense,12500
p,2004,Barbara Boxer (D),CAS1,s,Energy/Nat Resource,18500
i,2004,Barbara Boxer (D),CAS1,s,Energy/Nat Resource,20800
i,2004,Barbara Boxer (D),CAS1,s,Finance/Insur/RealEst,576914
p,2004,Barbara Boxer (D),CAS1,s,Finance/Insur/RealEst,67250
i,2004,Barbara Boxer (D),CAS1,s,Health,206216
p,2004,Barbara Boxer (D),CAS1,s,Health,73000
i,2004,Barbara Boxer (D),CAS1,s,Ideology/Single-Issue,1819335
p,2004,Barbara Boxer (D),CAS1,s,Ideology/Single-Issue,409238
i,2004,Barbara Boxer (D),CAS1,s,Joint Candidate Cmtes,2488
p,2004,Barbara Boxer (D),CAS1,s,Joint Candidate Cmtes,374995
p,2004,Barbara Boxer (D),CAS1,s,Labor,489010
i,2004,Barbara Boxer (D),CAS1,s,Labor,4800
i,2004,Barbara Boxer (D),CAS1,s,Lawyers & Lobbyists,1332664
p,2004,Barbara Boxer (D),CAS1,s,Lawyers & Lobbyists,60133
p,2004,Barbara Boxer (D),CAS1,s,Misc Business,20500
i,2004,Barbara Boxer (D),CAS1,s,Misc Business,411062
i,2004,Barbara Boxer (D),CAS1,s,Non-contribution,707823
p,2004,Barbara Boxer (D),CAS1,s,Other,20000
i,2004,Barbara Boxer (D),CAS1,s,Other,806941
p,2004,Barbara Boxer (D),CAS1,s,Party Cmte,3001607
p,2004,Barbara Boxer (D),CAS1,s,Transportation,46450
i,2004,Barbara Boxer (D),CAS1,s,Transportation,29500
p,2004,Barbara Boxer (D),CAS1,s,Unknown,3337
i,2004,Barbara Boxer (D),CAS1,s,Unknown,1193835
i,2004,Blanche Lincoln (D),ARS2,s,Agribusiness,157700
p,2004,Blanche Lincoln (D),ARS2,s,Agribusiness,252274
i,2004,Blanche Lincoln (D),ARS2,s,Communic/Electronics,83250
p,2004,Blanche Lincoln (D),ARS2,s,Communic/Electronics,175318
p,2004,Blanche Lincoln (D),ARS2,s,Construction,53500
i,2004,Blanche Lincoln (D),ARS2,s,Construction,57400
p,2004,Blanche Lincoln (D),ARS2,s,Defense,26250
i,2004,Blanche Lincoln (D),ARS2,s,Energy/Nat Resource,49250
p,2004,Blanche Lincoln (D),ARS2,s,Energy/Nat Resource,201540
p,2004,Blanche Lincoln (D),ARS2,s,Finance/Insur/RealEst,402895
i,2004,Blanche Lincoln (D),ARS2,s,Finance/Insur/RealEst,348095
i,2004,Blanche Lincoln (D),ARS2,s,Health,182325
p,2004,Blanche Lincoln (D),ARS2,s,Health,421954
i,2004,Blanche Lincoln (D),ARS2,s,Ideology/Single-Issue,255240
p,2004,Blanche Lincoln (D),ARS2,s,Ideology/Single-Issue,199730
p,2004,Blanche Lincoln (D),ARS2,s,Joint Candidate Cmtes,12500
p,2004,Blanche Lincoln (D),ARS2,s,Labor,280801
i,2004,Blanche Lincoln (D),ARS2,s,Labor,2000
i,2004,Blanche Lincoln (D),ARS2,s,Lawyers & Lobbyists,479721
p,2004,Blanche Lincoln (D),ARS2,s,Lawyers & Lobbyists,66589
i,2004,Blanche Lincoln (D),ARS2,s,Misc Business,197010
p,2004,Blanche Lincoln (D),ARS2,s,Misc Business,236294
i,2004,Blanche Lincoln (D),ARS2,s,Non-contribution,41700
p,2004,Blanche Lincoln (D),ARS2,s,Other,10000
i,2004,Blanche Lincoln (D),ARS2,s,Other,230830
p,2004,Blanche Lincoln (D),ARS2,s,Party Cmte,34000
p,2004,Blanche Lincoln (D),ARS2,s,Transportation,117958
i,2004,Blanche Lincoln (D),ARS2,s,Transportation,43735
p,2004,Blanche Lincoln (D),ARS2,s,Unknown,2000
i,2004,Blanche Lincoln (D),ARS2,s,Unknown,495751
p,2004,Byron L Dorgan (D),NDS1,s,Agribusiness,65800
i,2004,Byron L Dorgan (D),NDS1,s,Agribusiness,40730
i,2004,Byron L Dorgan (D),NDS1,s,Communic/Electronics,158125
p,2004,Byron L Dorgan (D),NDS1,s,Communic/Electronics,155362
i,2004,Byron L Dorgan (D),NDS1,s,Construction,13800
p,2004,Byron L Dorgan (D),NDS1,s,Construction,9500
p,2004,Byron L Dorgan (D),NDS1,s,Defense,41498
i,2004,Byron L Dorgan (D),NDS1,s,Defense,6300
p,2004,Byron L Dorgan (D),NDS1,s,Energy/Nat Resource,128510
i,2004,Byron L Dorgan (D),NDS1,s,Energy/Nat Resource,12450
p,2004,Byron L Dorgan (D),NDS1,s,Finance/Insur/RealEst,196833
i,2004,Byron L Dorgan (D),NDS1,s,Finance/Insur/RealEst,176300
i,2004,Byron L Dorgan (D),NDS1,s,Health,38100
p,2004,Byron L Dorgan (D),NDS1,s,Health,103050
p,2004,Byron L Dorgan (D),NDS1,s,Ideology/Single-Issue,135115
i,2004,Byron L Dorgan (D),NDS1,s,Ideology/Single-Issue,99940
p,2004,Byron L Dorgan (D),NDS1,s,Joint Candidate Cmtes,6000
p,2004,Byron L Dorgan (D),NDS1,s,Labor,286402
i,2004,Byron L Dorgan (D),NDS1,s,Lawyers & Lobbyists,355331
p,2004,Byron L Dorgan (D),NDS1,s,Lawyers & Lobbyists,91520
i,2004,Byron L Dorgan (D),NDS1,s,Misc Business,127875
p,2004,Byron L Dorgan (D),NDS1,s,Misc Business,80108
i,2004,Byron L Dorgan (D),NDS1,s,Non-contribution,7510
p,2004,Byron L Dorgan (D),NDS1,s,Other,7000
i,2004,Byron L Dorgan (D),NDS1,s,Other,65660
p,2004,Byron L Dorgan (D),NDS1,s,Party Cmte,34000
i,2004,Byron L Dorgan (D),NDS1,s,Transportation,13650
p,2004,Byron L Dorgan (D),NDS1,s,Transportation,96000
i,2004,Byron L Dorgan (D),NDS1,s,Unknown,173545
p,2004,Byron L Dorgan (D),NDS1,s,Unknown,7741
p,2004,Charles E Schumer (D),NYS2,s,Agribusiness,11000
i,2004,Charles E Schumer (D),NYS2,s,Agribusiness,82590
p,2004,Charles E Schumer (D),NYS2,s,Communic/Electronics,77000
i,2004,Charles E Schumer (D),NYS2,s,Communic/Electronics,445650
i,2004,Charles E Schumer (D),NYS2,s,Construction,235045
p,2004,Charles E Schumer (D),NYS2,s,Construction,11500
i,2004,Charles E Schumer (D),NYS2,s,Defense,24500
p,2004,Charles E Schumer (D),NYS2,s,Defense,26000
i,2004,Charles E Schumer (D),NYS2,s,Energy/Nat Resource,49550
p,2004,Charles E Schumer (D),NYS2,s,Energy/Nat Resource,21500
i,2004,Charles E Schumer (D),NYS2,s,Finance/Insur/RealEst,2878788
p,2004,Charles E Schumer (D),NYS2,s,Finance/Insur/RealEst,254674
p,2004,Charles E Schumer (D),NYS2,s,Health,41500
i,2004,Charles E Schumer (D),NYS2,s,Health,351020
i,2004,Charles E Schumer (D),NYS2,s,Ideology/Single-Issue,426400
p,2004,Charles E Schumer (D),NYS2,s,Ideology/Single-Issue,134977
p,2004,Charles E Schumer (D),NYS2,s,Labor,185755
i,2004,Charles E Schumer (D),NYS2,s,Labor,3350
i,2004,Charles E Schumer (D),NYS2,s,Lawyers & Lobbyists,1236124
p,2004,Charles E Schumer (D),NYS2,s,Lawyers & Lobbyists,89058
i,2004,Charles E Schumer (D),NYS2,s,Misc Business,764100
p,2004,Charles E Schumer (D),NYS2,s,Misc Business,67000
i,2004,Charles E Schumer (D),NYS2,s,Non-contribution,5750
p,2004,Charles E Schumer (D),NYS2,s,Other,6000
i,2004,Charles E Schumer (D),NYS2,s,Other,391200
i,2004,Charles E Schumer (D),NYS2,s,Transportation,54500
p,2004,Charles E Schumer (D),NYS2,s,Transportation,7000
i,2004,Charles E Schumer (D),NYS2,s,Unknown,1892296
i,2004,Chris Dodd (D),CTS2,s,Agribusiness,23800
p,2004,Chris Dodd (D),CTS2,s,Agribusiness,33500
p,2004,Chris Dodd (D),CTS2,s,Communic/Electronics,97441
i,2004,Chris Dodd (D),CTS2,s,Communic/Electronics,227200
i,2004,Chris Dodd (D),CTS2,s,Construction,82400
p,2004,Chris Dodd (D),CTS2,s,Construction,16000
i,2004,Chris Dodd (D),CTS2,s,Defense,58100
p,2004,Chris Dodd (D),CTS2,s,Defense,29000
i,2004,Chris Dodd (D),CTS2,s,Energy/Nat Resource,20800
p,2004,Chris Dodd (D),CTS2,s,Energy/Nat Resource,37446
i,2004,Chris Dodd (D),CTS2,s,Finance/Insur/RealEst,1186468
p,2004,Chris Dodd (D),CTS2,s,Finance/Insur/RealEst,427562
i,2004,Chris Dodd (D),CTS2,s,Health,117225
p,2004,Chris Dodd (D),CTS2,s,Health,186525
i,2004,Chris Dodd (D),CTS2,s,Ideology/Single-Issue,161750
p,2004,Chris Dodd (D),CTS2,s,Ideology/Single-Issue,160345
p,2004,Chris Dodd (D),CTS2,s,Labor,193301
p,2004,Chris Dodd (D),CTS2,s,Lawyers & Lobbyists,93603
i,2004,Chris Dodd (D),CTS2,s,Lawyers & Lobbyists,445951
i,2004,Chris Dodd (D),CTS2,s,Misc Business,173420
p,2004,Chris Dodd (D),CTS2,s,Misc Business,67750
i,2004,Chris Dodd (D),CTS2,s,Non-contribution,80150
p,2004,Chris Dodd (D),CTS2,s,Other,13000
i,2004,Chris Dodd (D),CTS2,s,Other,169025
p,2004,Chris Dodd (D),CTS2,s,Transportation,23000
i,2004,Chris Dodd (D),CTS2,s,Transportation,32900
i,2004,Chris Dodd (D),CTS2,s,Unknown,416981
p,2004,Christopher "Kit" Bond (R),MOS1,s,Agribusiness,208312
i,2004,Christopher "Kit" Bond (R),MOS1,s,Agribusiness,208532
p,2004,Christopher "Kit" Bond (R),MOS1,s,Communic/Electronics,118420
i,2004,Christopher "Kit" Bond (R),MOS1,s,Communic/Electronics,157106
p,2004,Christopher "Kit" Bond (R),MOS1,s,Construction,159996
i,2004,Christopher "Kit" Bond (R),MOS1,s,Construction,208800
i,2004,Christopher "Kit" Bond (R),MOS1,s,Defense,86700
p,2004,Christopher "Kit" Bond (R),MOS1,s,Defense,124000
p,2004,Christopher "Kit" Bond (R),MOS1,s,Energy/Nat Resource,226302
i,2004,Christopher "Kit" Bond (R),MOS1,s,Energy/Nat Resource,139159
p,2004,Christopher "Kit" Bond (R),MOS1,s,Finance/Insur/RealEst,335975
i,2004,Christopher "Kit" Bond (R),MOS1,s,Finance/Insur/RealEst,799859
p,2004,Christopher "Kit" Bond (R),MOS1,s,Health,257375
i,2004,Christopher "Kit" Bond (R),MOS1,s,Health,256424
p,2004,Christopher "Kit" Bond (R),MOS1,s,Ideology/Single-Issue,373059
i,2004,Christopher "Kit" Bond (R),MOS1,s,Ideology/Single-Issue,165848
p,2004,Christopher "Kit" Bond (R),MOS1,s,Joint Candidate Cmtes,49675
p,2004,Christopher "Kit" Bond (R),MOS1,s,Labor,49000
p,2004,Christopher "Kit" Bond (R),MOS1,s,Lawyers & Lobbyists,75877
i,2004,Christopher "Kit" Bond (R),MOS1,s,Lawyers & Lobbyists,483820
i,2004,Christopher "Kit" Bond (R),MOS1,s,Misc Business,552996
p,2004,Christopher "Kit" Bond (R),MOS1,s,Misc Business,280835
i,2004,Christopher "Kit" Bond (R),MOS1,s,Non-contribution,48900
p,2004,Christopher "Kit" Bond (R),MOS1,s,Other,3000
i,2004,Christopher "Kit" Bond (R),MOS1,s,Other,402780
p,2004,Christopher "Kit" Bond (R),MOS1,s,Party Cmte,183977
p,2004,Christopher "Kit" Bond (R),MOS1,s,Transportation,166700
i,2004,Christopher "Kit" Bond (R),MOS1,s,Transportation,148650
i,2004,Christopher "Kit" Bond (R),MOS1,s,Unknown,1321961
p,2004,Christopher "Kit" Bond (R),MOS1,s,Unknown,1000
i,2004,Chuck Grassley (R),IAS1,s,Agribusiness,97215
p,2004,Chuck Grassley (R),IAS1,s,Agribusiness,258276
p,2004,Chuck Grassley (R),IAS1,s,Communic/Electronics,143320
i,2004,Chuck Grassley (R),IAS1,s,Communic/Electronics,102700
p,2004,Chuck Grassley (R),IAS1,s,Construction,100400
i,2004,Chuck Grassley (R),IAS1,s,Construction,77649
i,2004,Chuck Grassley (R),IAS1,s,Defense,1250
p,2004,Chuck Grassley (R),IAS1,s,Defense,39500
i,2004,Chuck Grassley (R),IAS1,s,Energy/Nat Resource,91450
p,2004,Chuck Grassley (R),IAS1,s,Energy/Nat Resource,170008
p,2004,Chuck Grassley (R),IAS1,s,Finance/Insur/RealEst,366183
i,2004,Chuck Grassley (R),IAS1,s,Finance/Insur/RealEst,385065
p,2004,Chuck Grassley (R),IAS1,s,Health,477443
i,2004,Chuck Grassley (R),IAS1,s,Health,255192
p,2004,Chuck Grassley (R),IAS1,s,Ideology/Single-Issue,169302
i,2004,Chuck Grassley (R),IAS1,s,Ideology/Single-Issue,151573
i,2004,Chuck Grassley (R),IAS1,s,Labor,500
p,2004,Chuck Grassley (R),IAS1,s,Labor,62500
i,2004,Chuck Grassley (R),IAS1,s,Lawyers & Lobbyists,309401
