money_source,cycle,politician_name,district_run_for,house,sector,amount_raised
i,2002,Joseph R Biden Jr (D),DES2,s,Finance/Insur/RealEst,397950
p,2002,Joseph R Biden Jr (D),DES2,s,Health,0
i,2002,Joseph R Biden Jr (D),DES2,s,Health,91650
i,2002,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,105050
p,2002,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,-2470
p,2002,Joseph R Biden Jr (D),DES2,s,Labor,0
p,2002,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,4536
i,2002,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,722041
p,2002,Joseph R Biden Jr (D),DES2,s,Misc Business,1000
i,2002,Joseph R Biden Jr (D),DES2,s,Misc Business,245325
i,2002,Joseph R Biden Jr (D),DES2,s,Non-contribution,6900
i,2002,Joseph R Biden Jr (D),DES2,s,Other,155225
p,2002,Joseph R Biden Jr (D),DES2,s,Party Cmte,7591
i,2002,Joseph R Biden Jr (D),DES2,s,Transportation,21000
p,2002,Joseph R Biden Jr (D),DES2,s,Transportation,5000
i,2002,Joseph R Biden Jr (D),DES2,s,Unknown,409899
p,2002,Lamar Alexander (R),TNS2,s,Agribusiness,80500
i,2002,Lamar Alexander (R),TNS2,s,Agribusiness,73200
i,2002,Lamar Alexander (R),TNS2,s,Candidate,1000
p,2002,Lamar Alexander (R),TNS2,s,Communic/Electronics,25000
i,2002,Lamar Alexander (R),TNS2,s,Communic/Electronics,93750
i,2002,Lamar Alexander (R),TNS2,s,Construction,208750
p,2002,Lamar Alexander (R),TNS2,s,Construction,43050
p,2002,Lamar Alexander (R),TNS2,s,Defense,10500
i,2002,Lamar Alexander (R),TNS2,s,Defense,3500
p,2002,Lamar Alexander (R),TNS2,s,Energy/Nat Resource,62500
i,2002,Lamar Alexander (R),TNS2,s,Energy/Nat Resource,70200
p,2002,Lamar Alexander (R),TNS2,s,Finance/Insur/RealEst,192000
i,2002,Lamar Alexander (R),TNS2,s,Finance/Insur/RealEst,603200
p,2002,Lamar Alexander (R),TNS2,s,Health,114561
i,2002,Lamar Alexander (R),TNS2,s,Health,285950
p,2002,Lamar Alexander (R),TNS2,s,Ideology/Single-Issue,220906
i,2002,Lamar Alexander (R),TNS2,s,Ideology/Single-Issue,71000
p,2002,Lamar Alexander (R),TNS2,s,Labor,1096
i,2002,Lamar Alexander (R),TNS2,s,Lawyers & Lobbyists,260795
p,2002,Lamar Alexander (R),TNS2,s,Lawyers & Lobbyists,19999
p,2002,Lamar Alexander (R),TNS2,s,Misc Business,168529
i,2002,Lamar Alexander (R),TNS2,s,Misc Business,423300
i,2002,Lamar Alexander (R),TNS2,s,Non-contribution,19000
p,2002,Lamar Alexander (R),TNS2,s,Other,4000
i,2002,Lamar Alexander (R),TNS2,s,Other,529350
i,2002,Lamar Alexander (R),TNS2,s,Party Cmte,13000
p,2002,Lamar Alexander (R),TNS2,s,Party Cmte,618104
i,2002,Lamar Alexander (R),TNS2,s,Transportation,75500
p,2002,Lamar Alexander (R),TNS2,s,Transportation,57000
i,2002,Lamar Alexander (R),TNS2,s,Unknown,1265733
p,2002,Lamar Alexander (R),TNS2,s,Unknown,4000
i,2002,Larry Craig (R),IDS1,s,Agribusiness,166337
p,2002,Larry Craig (R),IDS1,s,Agribusiness,203981
p,2002,Larry Craig (R),IDS1,s,Communic/Electronics,67499
i,2002,Larry Craig (R),IDS1,s,Communic/Electronics,38287
p,2002,Larry Craig (R),IDS1,s,Construction,43500
i,2002,Larry Craig (R),IDS1,s,Construction,44625
i,2002,Larry Craig (R),IDS1,s,Defense,3000
p,2002,Larry Craig (R),IDS1,s,Defense,30000
p,2002,Larry Craig (R),IDS1,s,Energy/Nat Resource,287524
i,2002,Larry Craig (R),IDS1,s,Energy/Nat Resource,69470
p,2002,Larry Craig (R),IDS1,s,Finance/Insur/RealEst,151587
i,2002,Larry Craig (R),IDS1,s,Finance/Insur/RealEst,141512
p,2002,Larry Craig (R),IDS1,s,Health,92000
i,2002,Larry Craig (R),IDS1,s,Health,42050
p,2002,Larry Craig (R),IDS1,s,Ideology/Single-Issue,123122
i,2002,Larry Craig (R),IDS1,s,Ideology/Single-Issue,63158
p,2002,Larry Craig (R),IDS1,s,Labor,25500
p,2002,Larry Craig (R),IDS1,s,Lawyers & Lobbyists,24084
i,2002,Larry Craig (R),IDS1,s,Lawyers & Lobbyists,84969
p,2002,Larry Craig (R),IDS1,s,Misc Business,80940
i,2002,Larry Craig (R),IDS1,s,Misc Business,90116
i,2002,Larry Craig (R),IDS1,s,Non-contribution,19121
i,2002,Larry Craig (R),IDS1,s,Other,140569
p,2002,Larry Craig (R),IDS1,s,Other,2500
p,2002,Larry Craig (R),IDS1,s,Party Cmte,22048
i,2002,Larry Craig (R),IDS1,s,Transportation,26213
p,2002,Larry Craig (R),IDS1,s,Transportation,65999
i,2002,Larry Craig (R),IDS1,s,Unknown,220654
p,2002,Lindsey Graham (R),SCS2,s,Agribusiness,119365
i,2002,Lindsey Graham (R),SCS2,s,Agribusiness,108600
p,2002,Lindsey Graham (R),SCS2,s,Communic/Electronics,101830
i,2002,Lindsey Graham (R),SCS2,s,Communic/Electronics,89100
i,2002,Lindsey Graham (R),SCS2,s,Construction,215166
p,2002,Lindsey Graham (R),SCS2,s,Construction,85250
p,2002,Lindsey Graham (R),SCS2,s,Defense,85250
i,2002,Lindsey Graham (R),SCS2,s,Defense,4500
i,2002,Lindsey Graham (R),SCS2,s,Energy/Nat Resource,115475
p,2002,Lindsey Graham (R),SCS2,s,Energy/Nat Resource,160800
p,2002,Lindsey Graham (R),SCS2,s,Finance/Insur/RealEst,241757
i,2002,Lindsey Graham (R),SCS2,s,Finance/Insur/RealEst,427156
i,2002,Lindsey Graham (R),SCS2,s,Health,307950
p,2002,Lindsey Graham (R),SCS2,s,Health,199137
i,2002,Lindsey Graham (R),SCS2,s,Ideology/Single-Issue,93629
p,2002,Lindsey Graham (R),SCS2,s,Ideology/Single-Issue,350143
p,2002,Lindsey Graham (R),SCS2,s,Joint Candidate Cmtes,64100
p,2002,Lindsey Graham (R),SCS2,s,Labor,15071
p,2002,Lindsey Graham (R),SCS2,s,Lawyers & Lobbyists,37741
i,2002,Lindsey Graham (R),SCS2,s,Lawyers & Lobbyists,355620
p,2002,Lindsey Graham (R),SCS2,s,Misc Business,233538
i,2002,Lindsey Graham (R),SCS2,s,Misc Business,351618
p,2002,Lindsey Graham (R),SCS2,s,Non-contribution,510264
i,2002,Lindsey Graham (R),SCS2,s,Non-contribution,30650
i,2002,Lindsey Graham (R),SCS2,s,Other,399890
p,2002,Lindsey Graham (R),SCS2,s,Other,9000
p,2002,Lindsey Graham (R),SCS2,s,Party Cmte,459998
p,2002,Lindsey Graham (R),SCS2,s,Transportation,84000
i,2002,Lindsey Graham (R),SCS2,s,Transportation,77500
i,2002,Lindsey Graham (R),SCS2,s,Unknown,1069588
p,2002,Mark Pryor (D),ARS1,s,Agribusiness,15000
i,2002,Mark Pryor (D),ARS1,s,Agribusiness,112500
i,2002,Mark Pryor (D),ARS1,s,Communic/Electronics,138520
p,2002,Mark Pryor (D),ARS1,s,Communic/Electronics,11000
i,2002,Mark Pryor (D),ARS1,s,Construction,41088
p,2002,Mark Pryor (D),ARS1,s,Construction,6500
p,2002,Mark Pryor (D),ARS1,s,Defense,1000
p,2002,Mark Pryor (D),ARS1,s,Energy/Nat Resource,12000
i,2002,Mark Pryor (D),ARS1,s,Energy/Nat Resource,53270
p,2002,Mark Pryor (D),ARS1,s,Finance/Insur/RealEst,17150
i,2002,Mark Pryor (D),ARS1,s,Finance/Insur/RealEst,345952
i,2002,Mark Pryor (D),ARS1,s,Health,102531
p,2002,Mark Pryor (D),ARS1,s,Health,32135
i,2002,Mark Pryor (D),ARS1,s,Ideology/Single-Issue,173401
p,2002,Mark Pryor (D),ARS1,s,Ideology/Single-Issue,341720
p,2002,Mark Pryor (D),ARS1,s,Labor,508110
i,2002,Mark Pryor (D),ARS1,s,Labor,2500
i,2002,Mark Pryor (D),ARS1,s,Lawyers & Lobbyists,793487
p,2002,Mark Pryor (D),ARS1,s,Lawyers & Lobbyists,38172
p,2002,Mark Pryor (D),ARS1,s,Misc Business,18600
i,2002,Mark Pryor (D),ARS1,s,Misc Business,226226
i,2002,Mark Pryor (D),ARS1,s,Non-contribution,74350
i,2002,Mark Pryor (D),ARS1,s,Other,324887
p,2002,Mark Pryor (D),ARS1,s,Other,10000
p,2002,Mark Pryor (D),ARS1,s,Party Cmte,93477
p,2002,Mark Pryor (D),ARS1,s,Transportation,2000
i,2002,Mark Pryor (D),ARS1,s,Transportation,33600
i,2002,Mark Pryor (D),ARS1,s,Unknown,518114
p,2002,Mary L Landrieu (D),LAS1,s,Agribusiness,115649
i,2002,Mary L Landrieu (D),LAS1,s,Agribusiness,62918
i,2002,Mary L Landrieu (D),LAS1,s,Communic/Electronics,162331
p,2002,Mary L Landrieu (D),LAS1,s,Communic/Electronics,116240
p,2002,Mary L Landrieu (D),LAS1,s,Construction,42650
i,2002,Mary L Landrieu (D),LAS1,s,Construction,122914
i,2002,Mary L Landrieu (D),LAS1,s,Defense,13000
p,2002,Mary L Landrieu (D),LAS1,s,Defense,123249
i,2002,Mary L Landrieu (D),LAS1,s,Energy/Nat Resource,101828
p,2002,Mary L Landrieu (D),LAS1,s,Energy/Nat Resource,373021
i,2002,Mary L Landrieu (D),LAS1,s,Finance/Insur/RealEst,378611
p,2002,Mary L Landrieu (D),LAS1,s,Finance/Insur/RealEst,321724
p,2002,Mary L Landrieu (D),LAS1,s,Health,223796
i,2002,Mary L Landrieu (D),LAS1,s,Health,162117
p,2002,Mary L Landrieu (D),LAS1,s,Ideology/Single-Issue,535707
i,2002,Mary L Landrieu (D),LAS1,s,Ideology/Single-Issue,313939
p,2002,Mary L Landrieu (D),LAS1,s,Joint Candidate Cmtes,1000
i,2002,Mary L Landrieu (D),LAS1,s,Labor,300
p,2002,Mary L Landrieu (D),LAS1,s,Labor,823453
i,2002,Mary L Landrieu (D),LAS1,s,Lawyers & Lobbyists,894281
p,2002,Mary L Landrieu (D),LAS1,s,Lawyers & Lobbyists,120388
i,2002,Mary L Landrieu (D),LAS1,s,Misc Business,260912
p,2002,Mary L Landrieu (D),LAS1,s,Misc Business,181266
i,2002,Mary L Landrieu (D),LAS1,s,Non-contribution,160150
p,2002,Mary L Landrieu (D),LAS1,s,Other,21500
i,2002,Mary L Landrieu (D),LAS1,s,Other,313134
p,2002,Mary L Landrieu (D),LAS1,s,Party Cmte,278302
p,2002,Mary L Landrieu (D),LAS1,s,Transportation,98411
i,2002,Mary L Landrieu (D),LAS1,s,Transportation,48125
i,2002,Mary L Landrieu (D),LAS1,s,Unknown,860419
p,2002,Mary L Landrieu (D),LAS1,s,Unknown,1025
i,2002,Max Baucus (D),MTS2,s,Agribusiness,79173
p,2002,Max Baucus (D),MTS2,s,Agribusiness,208498
i,2002,Max Baucus (D),MTS2,s,Communic/Electronics,130166
p,2002,Max Baucus (D),MTS2,s,Communic/Electronics,161888
i,2002,Max Baucus (D),MTS2,s,Construction,106919
p,2002,Max Baucus (D),MTS2,s,Construction,114496
i,2002,Max Baucus (D),MTS2,s,Defense,1000
p,2002,Max Baucus (D),MTS2,s,Defense,15000
i,2002,Max Baucus (D),MTS2,s,Energy/Nat Resource,52150
p,2002,Max Baucus (D),MTS2,s,Energy/Nat Resource,218999
p,2002,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,474228
i,2002,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,604430
i,2002,Max Baucus (D),MTS2,s,Health,186041
p,2002,Max Baucus (D),MTS2,s,Health,397464
p,2002,Max Baucus (D),MTS2,s,Ideology/Single-Issue,257481
i,2002,Max Baucus (D),MTS2,s,Ideology/Single-Issue,177270
p,2002,Max Baucus (D),MTS2,s,Joint Candidate Cmtes,5282
p,2002,Max Baucus (D),MTS2,s,Labor,266672
p,2002,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,110037
i,2002,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,376635
i,2002,Max Baucus (D),MTS2,s,Misc Business,252012
p,2002,Max Baucus (D),MTS2,s,Misc Business,295740
i,2002,Max Baucus (D),MTS2,s,Non-contribution,24360
p,2002,Max Baucus (D),MTS2,s,Other,7000
i,2002,Max Baucus (D),MTS2,s,Other,118725
p,2002,Max Baucus (D),MTS2,s,Party Cmte,39264
i,2002,Max Baucus (D),MTS2,s,Transportation,31912
p,2002,Max Baucus (D),MTS2,s,Transportation,169678
p,2002,Max Baucus (D),MTS2,s,Unknown,2000
i,2002,Max Baucus (D),MTS2,s,Unknown,656416
i,2002,Mike Enzi (R),WYS2,s,Agribusiness,13766
p,2002,Mike Enzi (R),WYS2,s,Agribusiness,25200
p,2002,Mike Enzi (R),WYS2,s,Communic/Electronics,65957
i,2002,Mike Enzi (R),WYS2,s,Communic/Electronics,3312
i,2002,Mike Enzi (R),WYS2,s,Construction,2000
p,2002,Mike Enzi (R),WYS2,s,Construction,28000
p,2002,Mike Enzi (R),WYS2,s,Defense,11000
i,2002,Mike Enzi (R),WYS2,s,Energy/Nat Resource,28750
p,2002,Mike Enzi (R),WYS2,s,Energy/Nat Resource,119640
p,2002,Mike Enzi (R),WYS2,s,Finance/Insur/RealEst,302371
i,2002,Mike Enzi (R),WYS2,s,Finance/Insur/RealEst,62641
p,2002,Mike Enzi (R),WYS2,s,Health,88341
i,2002,Mike Enzi (R),WYS2,s,Health,4050
i,2002,Mike Enzi (R),WYS2,s,Ideology/Single-Issue,12750
p,2002,Mike Enzi (R),WYS2,s,Ideology/Single-Issue,62025
p,2002,Mike Enzi (R),WYS2,s,Joint Candidate Cmtes,10739
p,2002,Mike Enzi (R),WYS2,s,Labor,11000
p,2002,Mike Enzi (R),WYS2,s,Lawyers & Lobbyists,7550
i,2002,Mike Enzi (R),WYS2,s,Lawyers & Lobbyists,24600
p,2002,Mike Enzi (R),WYS2,s,Misc Business,121673
i,2002,Mike Enzi (R),WYS2,s,Misc Business,19930
i,2002,Mike Enzi (R),WYS2,s,Non-contribution,2250
p,2002,Mike Enzi (R),WYS2,s,Other,4000
i,2002,Mike Enzi (R),WYS2,s,Other,16542
p,2002,Mike Enzi (R),WYS2,s,Party Cmte,1248
p,2002,Mike Enzi (R),WYS2,s,Transportation,53000
i,2002,Mike Enzi (R),WYS2,s,Transportation,6000
i,2002,Mike Enzi (R),WYS2,s,Unknown,31789
i,2002,Mitch McConnell (R),KYS1,s,Agribusiness,234450
p,2002,Mitch McConnell (R),KYS1,s,Agribusiness,159465
i,2002,Mitch McConnell (R),KYS1,s,Communic/Electronics,77590
p,2002,Mitch McConnell (R),KYS1,s,Communic/Electronics,91561
i,2002,Mitch McConnell (R),KYS1,s,Construction,178775
p,2002,Mitch McConnell (R),KYS1,s,Construction,63500
i,2002,Mitch McConnell (R),KYS1,s,Defense,8475
p,2002,Mitch McConnell (R),KYS1,s,Defense,73500
i,2002,Mitch McConnell (R),KYS1,s,Energy/Nat Resource,134350
p,2002,Mitch McConnell (R),KYS1,s,Energy/Nat Resource,148000
i,2002,Mitch McConnell (R),KYS1,s,Finance/Insur/RealEst,399511
p,2002,Mitch McConnell (R),KYS1,s,Finance/Insur/RealEst,209018
i,2002,Mitch McConnell (R),KYS1,s,Health,196331
p,2002,Mitch McConnell (R),KYS1,s,Health,107650
p,2002,Mitch McConnell (R),KYS1,s,Ideology/Single-Issue,166319
i,2002,Mitch McConnell (R),KYS1,s,Ideology/Single-Issue,180097
p,2002,Mitch McConnell (R),KYS1,s,Labor,5500
p,2002,Mitch McConnell (R),KYS1,s,Lawyers & Lobbyists,44239
i,2002,Mitch McConnell (R),KYS1,s,Lawyers & Lobbyists,234726
i,2002,Mitch McConnell (R),KYS1,s,Misc Business,310123
p,2002,Mitch McConnell (R),KYS1,s,Misc Business,127387
i,2002,Mitch McConnell (R),KYS1,s,Non-contribution,17300
i,2002,Mitch McConnell (R),KYS1,s,Other,282627
p,2002,Mitch McConnell (R),KYS1,s,Other,2250
p,2002,Mitch McConnell (R),KYS1,s,Party Cmte,2000
i,2002,Mitch McConnell (R),KYS1,s,Party Cmte,2000
p,2002,Mitch McConnell (R),KYS1,s,Transportation,86500
i,2002,Mitch McConnell (R),KYS1,s,Transportation,65950
p,2002,Mitch McConnell (R),KYS1,s,Unknown,1000
i,2002,Mitch McConnell (R),KYS1,s,Unknown,566937
i,2002,Norm Coleman (R),MNS1,s,Agribusiness,142505
p,2002,Norm Coleman (R),MNS1,s,Agribusiness,226614
i,2002,Norm Coleman (R),MNS1,s,Communic/Electronics,184260
p,2002,Norm Coleman (R),MNS1,s,Communic/Electronics,79733
i,2002,Norm Coleman (R),MNS1,s,Construction,185120
p,2002,Norm Coleman (R),MNS1,s,Construction,86698
i,2002,Norm Coleman (R),MNS1,s,Defense,4082
p,2002,Norm Coleman (R),MNS1,s,Defense,40000
i,2002,Norm Coleman (R),MNS1,s,Energy/Nat Resource,138766
p,2002,Norm Coleman (R),MNS1,s,Energy/Nat Resource,213074
p,2002,Norm Coleman (R),MNS1,s,Finance/Insur/RealEst,364629
i,2002,Norm Coleman (R),MNS1,s,Finance/Insur/RealEst,878546
p,2002,Norm Coleman (R),MNS1,s,Health,148999
i,2002,Norm Coleman (R),MNS1,s,Health,195689
p,2002,Norm Coleman (R),MNS1,s,Ideology/Single-Issue,563633
i,2002,Norm Coleman (R),MNS1,s,Ideology/Single-Issue,297588
p,2002,Norm Coleman (R),MNS1,s,Joint Candidate Cmtes,971000
i,2002,Norm Coleman (R),MNS1,s,Labor,1000
p,2002,Norm Coleman (R),MNS1,s,Labor,2500
i,2002,Norm Coleman (R),MNS1,s,Lawyers & Lobbyists,317390
p,2002,Norm Coleman (R),MNS1,s,Lawyers & Lobbyists,34500
i,2002,Norm Coleman (R),MNS1,s,Misc Business,734147
p,2002,Norm Coleman (R),MNS1,s,Misc Business,362258
i,2002,Norm Coleman (R),MNS1,s,Non-contribution,105883
i,2002,Norm Coleman (R),MNS1,s,Other,562131
p,2002,Norm Coleman (R),MNS1,s,Party Cmte,649582
i,2002,Norm Coleman (R),MNS1,s,Transportation,119840
p,2002,Norm Coleman (R),MNS1,s,Transportation,103250
p,2002,Norm Coleman (R),MNS1,s,Unknown,715
i,2002,Norm Coleman (R),MNS1,s,Unknown,1341695
p,2002,Pat Roberts (R),KSS1,s,Agribusiness,236650
i,2002,Pat Roberts (R),KSS1,s,Agribusiness,49875
p,2002,Pat Roberts (R),KSS1,s,Communic/Electronics,48750
i,2002,Pat Roberts (R),KSS1,s,Communic/Electronics,7817
p,2002,Pat Roberts (R),KSS1,s,Construction,36000
i,2002,Pat Roberts (R),KSS1,s,Construction,11811
p,2002,Pat Roberts (R),KSS1,s,Defense,96500
p,2002,Pat Roberts (R),KSS1,s,Energy/Nat Resource,65000
i,2002,Pat Roberts (R),KSS1,s,Energy/Nat Resource,24500
i,2002,Pat Roberts (R),KSS1,s,Finance/Insur/RealEst,51531
p,2002,Pat Roberts (R),KSS1,s,Finance/Insur/RealEst,130500
i,2002,Pat Roberts (R),KSS1,s,Health,8750
p,2002,Pat Roberts (R),KSS1,s,Health,54178
p,2002,Pat Roberts (R),KSS1,s,Ideology/Single-Issue,56973
i,2002,Pat Roberts (R),KSS1,s,Ideology/Single-Issue,5150
p,2002,Pat Roberts (R),KSS1,s,Labor,13000
i,2002,Pat Roberts (R),KSS1,s,Lawyers & Lobbyists,38220
p,2002,Pat Roberts (R),KSS1,s,Lawyers & Lobbyists,20750
p,2002,Pat Roberts (R),KSS1,s,Misc Business,63388
i,2002,Pat Roberts (R),KSS1,s,Misc Business,22762
i,2002,Pat Roberts (R),KSS1,s,Non-contribution,2500
p,2002,Pat Roberts (R),KSS1,s,Other,3000
i,2002,Pat Roberts (R),KSS1,s,Other,55350
i,2002,Pat Roberts (R),KSS1,s,Party Cmte,2000
i,2002,Pat Roberts (R),KSS1,s,Transportation,5200
p,2002,Pat Roberts (R),KSS1,s,Transportation,78700
i,2002,Pat Roberts (R),KSS1,s,Unknown,75208
p,2002,Pete V Domenici (R),NMS2,s,Agribusiness,51007
i,2002,Pete V Domenici (R),NMS2,s,Agribusiness,136766
i,2002,Pete V Domenici (R),NMS2,s,Communic/Electronics,45511
p,2002,Pete V Domenici (R),NMS2,s,Communic/Electronics,69062
p,2002,Pete V Domenici (R),NMS2,s,Construction,39670
i,2002,Pete V Domenici (R),NMS2,s,Construction,98600
p,2002,Pete V Domenici (R),NMS2,s,Defense,89500
i,2002,Pete V Domenici (R),NMS2,s,Defense,45200
p,2002,Pete V Domenici (R),NMS2,s,Energy/Nat Resource,289036
i,2002,Pete V Domenici (R),NMS2,s,Energy/Nat Resource,133165
p,2002,Pete V Domenici (R),NMS2,s,Finance/Insur/RealEst,142000
i,2002,Pete V Domenici (R),NMS2,s,Finance/Insur/RealEst,197281
i,2002,Pete V Domenici (R),NMS2,s,Health,56200
p,2002,Pete V Domenici (R),NMS2,s,Health,85500
p,2002,Pete V Domenici (R),NMS2,s,Ideology/Single-Issue,83218
i,2002,Pete V Domenici (R),NMS2,s,Ideology/Single-Issue,25800
p,2002,Pete V Domenici (R),NMS2,s,Joint Candidate Cmtes,10276
p,2002,Pete V Domenici (R),NMS2,s,Labor,48624
p,2002,Pete V Domenici (R),NMS2,s,Lawyers & Lobbyists,33696
i,2002,Pete V Domenici (R),NMS2,s,Lawyers & Lobbyists,160530
p,2002,Pete V Domenici (R),NMS2,s,Misc Business,62452
i,2002,Pete V Domenici (R),NMS2,s,Misc Business,146635
i,2002,Pete V Domenici (R),NMS2,s,Non-contribution,23900
i,2002,Pete V Domenici (R),NMS2,s,Other,238418
p,2002,Pete V Domenici (R),NMS2,s,Other,7500
i,2002,Pete V Domenici (R),NMS2,s,Party Cmte,4000
p,2002,Pete V Domenici (R),NMS2,s,Transportation,59000
i,2002,Pete V Domenici (R),NMS2,s,Transportation,63650
p,2002,Pete V Domenici (R),NMS2,s,Unknown,425
i,2002,Pete V Domenici (R),NMS2,s,Unknown,458772
p,2002,Saxby Chambliss (R),GAS1,s,Agribusiness,292537
i,2002,Saxby Chambliss (R),GAS1,s,Agribusiness,367565
p,2002,Saxby Chambliss (R),GAS1,s,Communic/Electronics,49000
i,2002,Saxby Chambliss (R),GAS1,s,Communic/Electronics,79652
i,2002,Saxby Chambliss (R),GAS1,s,Construction,188890
p,2002,Saxby Chambliss (R),GAS1,s,Construction,79079
p,2002,Saxby Chambliss (R),GAS1,s,Defense,70500
i,2002,Saxby Chambliss (R),GAS1,s,Defense,9800
p,2002,Saxby Chambliss (R),GAS1,s,Energy/Nat Resource,103300
i,2002,Saxby Chambliss (R),GAS1,s,Energy/Nat Resource,51942
p,2002,Saxby Chambliss (R),GAS1,s,Finance/Insur/RealEst,230856
i,2002,Saxby Chambliss (R),GAS1,s,Finance/Insur/RealEst,558580
i,2002,Saxby Chambliss (R),GAS1,s,Health,243615
p,2002,Saxby Chambliss (R),GAS1,s,Health,57000
p,2002,Saxby Chambliss (R),GAS1,s,Ideology/Single-Issue,634662
i,2002,Saxby Chambliss (R),GAS1,s,Ideology/Single-Issue,135476
p,2002,Saxby Chambliss (R),GAS1,s,Labor,16925
i,2002,Saxby Chambliss (R),GAS1,s,Lawyers & Lobbyists,331197
p,2002,Saxby Chambliss (R),GAS1,s,Lawyers & Lobbyists,25271
p,2002,Saxby Chambliss (R),GAS1,s,Misc Business,176677
i,2002,Saxby Chambliss (R),GAS1,s,Misc Business,332925
i,2002,Saxby Chambliss (R),GAS1,s,Non-contribution,51400
i,2002,Saxby Chambliss (R),GAS1,s,Other,472235
p,2002,Saxby Chambliss (R),GAS1,s,Other,2000
p,2002,Saxby Chambliss (R),GAS1,s,Party Cmte,901864
i,2002,Saxby Chambliss (R),GAS1,s,Party Cmte,12500
i,2002,Saxby Chambliss (R),GAS1,s,Transportation,88882
p,2002,Saxby Chambliss (R),GAS1,s,Transportation,70000
i,2002,Saxby Chambliss (R),GAS1,s,Unknown,1258537
p,2002,Susan Collins (R),MES2,s,Agribusiness,75031
i,2002,Susan Collins (R),MES2,s,Agribusiness,31281
i,2002,Susan Collins (R),MES2,s,Communic/Electronics,55833
p,2002,Susan Collins (R),MES2,s,Communic/Electronics,109009
i,2002,Susan Collins (R),MES2,s,Construction,65050
p,2002,Susan Collins (R),MES2,s,Construction,51000
i,2002,Susan Collins (R),MES2,s,Defense,30800
p,2002,Susan Collins (R),MES2,s,Defense,74500
p,2002,Susan Collins (R),MES2,s,Energy/Nat Resource,102750
i,2002,Susan Collins (R),MES2,s,Energy/Nat Resource,47800
i,2002,Susan Collins (R),MES2,s,Finance/Insur/RealEst,341327
p,2002,Susan Collins (R),MES2,s,Finance/Insur/RealEst,262669
i,2002,Susan Collins (R),MES2,s,Health,89785
p,2002,Susan Collins (R),MES2,s,Health,225774
i,2002,Susan Collins (R),MES2,s,Ideology/Single-Issue,148052
p,2002,Susan Collins (R),MES2,s,Ideology/Single-Issue,287514
p,2002,Susan Collins (R),MES2,s,Joint Candidate Cmtes,13750
p,2002,Susan Collins (R),MES2,s,Labor,61418
p,2002,Susan Collins (R),MES2,s,Lawyers & Lobbyists,38682
i,2002,Susan Collins (R),MES2,s,Lawyers & Lobbyists,209819
i,2002,Susan Collins (R),MES2,s,Misc Business,203439
p,2002,Susan Collins (R),MES2,s,Misc Business,204811
i,2002,Susan Collins (R),MES2,s,Non-contribution,54410
i,2002,Susan Collins (R),MES2,s,Other,288949
p,2002,Susan Collins (R),MES2,s,Other,9500
i,2002,Susan Collins (R),MES2,s,Party Cmte,1000
p,2002,Susan Collins (R),MES2,s,Party Cmte,109000
i,2002,Susan Collins (R),MES2,s,Transportation,52168
p,2002,Susan Collins (R),MES2,s,Transportation,81250
i,2002,Susan Collins (R),MES2,s,Unknown,390001
p,2002,Susan Collins (R),MES2,s,Unknown,25
i,2002,Ted Stevens (R),AKS1,s,Agribusiness,12702
p,2002,Ted Stevens (R),AKS1,s,Agribusiness,23800
p,2002,Ted Stevens (R),AKS1,s,Communic/Electronics,135721
i,2002,Ted Stevens (R),AKS1,s,Communic/Electronics,100062
p,2002,Ted Stevens (R),AKS1,s,Construction,23000
i,2002,Ted Stevens (R),AKS1,s,Construction,73099
p,2002,Ted Stevens (R),AKS1,s,Defense,174250
i,2002,Ted Stevens (R),AKS1,s,Defense,62500
p,2002,Ted Stevens (R),AKS1,s,Energy/Nat Resource,126000
i,2002,Ted Stevens (R),AKS1,s,Energy/Nat Resource,84190
i,2002,Ted Stevens (R),AKS1,s,Finance/Insur/RealEst,130462
p,2002,Ted Stevens (R),AKS1,s,Finance/Insur/RealEst,90500
i,2002,Ted Stevens (R),AKS1,s,Health,29750
p,2002,Ted Stevens (R),AKS1,s,Health,62000
i,2002,Ted Stevens (R),AKS1,s,Ideology/Single-Issue,30250
p,2002,Ted Stevens (R),AKS1,s,Ideology/Single-Issue,106762
i,2002,Ted Stevens (R),AKS1,s,Labor,2900
p,2002,Ted Stevens (R),AKS1,s,Labor,147467
i,2002,Ted Stevens (R),AKS1,s,Lawyers & Lobbyists,170351
p,2002,Ted Stevens (R),AKS1,s,Lawyers & Lobbyists,46241
i,2002,Ted Stevens (R),AKS1,s,Misc Business,146399
p,2002,Ted Stevens (R),AKS1,s,Misc Business,63972
i,2002,Ted Stevens (R),AKS1,s,Non-contribution,5000
p,2002,Ted Stevens (R),AKS1,s,Other,6000
i,2002,Ted Stevens (R),AKS1,s,Other,125250
p,2002,Ted Stevens (R),AKS1,s,Party Cmte,1460
p,2002,Ted Stevens (R),AKS1,s,Transportation,177041
i,2002,Ted Stevens (R),AKS1,s,Transportation,106050
